代碼,股票,ROE(近五年),EPS(進五年),毛利率(進五年),現金股利,成交價,董監持股,現金殖利率,符合數量,正負樣本,,,,,,,,,,,,,,,,,,,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,成交價_Test,董監持股_Test
9912,偉聯,-4.54,-0.44,32.47,2.2,9.81,6.43,22.43,3,-1,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0
9914,美利達,18.33,9.13,13.3,4.94,182,24.23,2.71,3,-1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
9917,中保科,20.86,5.13,36.18,4.4,98.8,0,4.45,3,-1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
9918,欣天然,9.44,1.58,24.84,1.4,42.05,40.79,3.33,4,1,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1
9919,康那香,7.8,1.11,19.46,0.81,15.8,25.49,5.13,4,1,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1
9921,巨大,16.45,10.22,21.9,6.14,207,17.71,2.97,4,1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1
9924,福興,13.1,3.78,21.27,2.4,40.85,11.04,5.88,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
9925,新保,8.77,2.32,33.65,1.98,38.9,16.01,5.09,5,1,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1
9926,新海,12.46,2.14,24.86,1.72,50.9,0,3.38,4,1,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0
9927,泰銘,11.48,2.93,10.18,2.68,34.5,38.48,7.77,5,1,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1
9928,中視,-23.19,-0.98,-5.87,0,30.6,51.33,0,2,-1,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
9929,秋雨,10.75,1.17,10.27,0.08,8.27,8.54,0.97,3,-1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0
9930,中聯資源,15.71,3.19,15.57,1.9,44.95,0,4.23,3,-1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0
9931,欣高,10.13,1.91,18.19,1.14,38.6,24.83,2.95,4,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
9933,中鼎,10.86,2.16,6.68,2.35,45.85,9.05,5.13,4,1,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0
9934,成霖,6.7,1.09,27.21,0.98,11.5,6.52,8.52,4,1,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0
9935,慶豐富,13.16,1.36,18.58,0.46,17.2,10.3,2.67,4,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
9937,全國,15.09,2.44,11.49,2.08,49.1,0,4.24,3,-1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0
9938,百和,16.41,5.45,37.35,3.02,57.5,7.39,5.25,5,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0
9939,宏全,11.22,5.04,20.14,3.15,82.2,8.2,3.83,3,-1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
9940,信義,17.08,2.67,30.47,1.9,29.15,32.56,6.52,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
9941,裕融,17.38,9.73,48.01,5.22,140,44.08,3.73,4,1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1
9942,茂順,15.49,5.53,34.21,4.36,98.3,15.6,4.44,4,1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1
9943,好樂迪,15.48,4.23,53.83,3.76,60.6,38.23,6.2,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
9944,新麗,4.24,1.08,22.99,0.6,20.3,26.69,2.96,4,1,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1
9945,潤泰新,17.81,7.47,22.38,1.6,49.85,27.81,3.21,5,1,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1
9946,三發地產,9.56,1.85,33.03,0.5,11.9,0,4.2,3,-1,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0
9955,佳龍,-6.44,-1.1,0.55,0.8,17.75,39.16,4.51,2,-1,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
9958,世紀鋼,8.58,2.61,16.63,1.51,63.6,18.91,2.37,3,-1,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1
