代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,現金股利,成交價,董監持股,現金殖利率,ROE_5YF,EPS_5YF,毛利率_5YF,現金殖利率_F,股價_F,董監持股_F,Sum,判斷
6230,尼得科超眾,18.36,8.16,22.1,3.1,101.5,0.0,3.05,1,1,1,0,0,0,3,0
6235,華孚,17.59,2.11,17.81,0.46,34.5,21.71,1.33,1,1,0,0,1,1,4,1
6239,力成,14.25,7.57,20.41,5.12,77.1,6.57,6.64,1,1,1,1,1,0,5,1
6243,迅杰,-12.84,-1.06,23.87,0.89,28.0,24.41,3.18,0,0,1,0,1,1,3,0
6251,定穎,2.71,0.47,11.25,0.69,0.0,0.0,0.0,0,1,0,0,1,0,2,0
6257,矽格,12.19,3.08,28.47,2.6,45.25,5.18,5.75,1,1,1,1,1,0,5,1
6269,台郡,15.02,9.14,21.63,5.02,91.7,7.63,5.47,1,1,1,1,0,0,4,1
6271,同欣電,9.15,6.14,24.98,5.79,169.5,9.29,3.42,1,1,1,0,0,0,3,0
6277,宏正,25.81,8.89,59.44,3.2,76.5,12.84,4.18,1,1,1,0,1,1,5,1
6278,台表科,10.27,4.35,10.52,2.94,84.1,8.66,3.5,1,1,0,0,0,0,2,0
6281,全國電,19.7,4.79,19.28,4.4,81.1,12.51,5.43,1,1,0,1,0,1,4,1
6282,康舒,10.91,1.79,15.31,1.04,29.6,24.79,3.51,1,1,0,0,1,1,4,1
6283,淳安,1.92,0.26,18.94,0.1,33.4,47.45,0.3,0,1,0,0,1,1,3,0
6285,啟碁,12.38,4.89,12.49,2.86,87.6,24.83,3.26,1,1,0,0,0,1,3,0
6288,聯嘉,6.44,0.82,19.86,0.56,22.75,21.2,2.46,1,1,0,0,1,1,4,1
6289,華上,-202.08,-0.63,-99.05,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0
6405,悅城,1.25,0.36,16.26,0.82,19.7,13.61,4.16,0,1,0,0,1,1,3,0
6409,旭隼,39.42,22.01,28.77,22.25,1395.0,17.77,1.59,1,1,1,0,0,1,4,1
6412,群電,20.04,4.13,16.54,3.5,68.6,59.47,5.1,1,1,0,1,1,1,5,1
6414,樺漢,14.44,13.72,22.08,6.36,195.5,33.81,3.25,1,1,1,0,0,1,4,1
6415,矽力*-KY,18.73,24.45,47.52,9.68,460.0,0.0,2.1,1,1,1,0,0,0,3,0
6416,瑞祺電通,19.8,5.45,20.71,3.1,94.1,27.48,3.29,1,1,1,0,0,1,4,1
6426,統新,9.21,2.39,46.42,1.9,74.3,14.41,2.56,1,1,1,0,1,1,5,1
6431,光麗-KY,-19.59,-2.36,-45.12,1.0,20.65,2.72,4.84,0,0,0,0,1,0,1,0
6438,迅得,15.19,4.0,27.52,3.75,92.0,13.82,4.08,1,1,1,0,0,1,4,1
6442,光聖,3.85,1.32,17.22,1.41,46.65,11.77,3.02,0,1,0,0,1,1,3,0
6443,元晶,-12.99,-1.21,0.33,0.0,39.0,1.3,0.0,0,0,0,0,1,0,1,0
6449,鈺邦,11.91,2.51,26.87,1.55,40.1,21.99,3.87,1,1,1,0,1,1,5,1
6451,訊芯-KY,9.24,5.21,24.49,2.72,88.5,59.52,3.07,1,1,1,0,0,1,4,1
6456,GIS-KY,21.09,12.74,9.79,5.1,84.7,23.63,6.02,1,1,0,1,0,1,4,1
6464,台數科,11.27,6.14,47.85,4.33,91.0,6.67,4.76,1,1,1,0,0,0,3,0
6477,安集,7.87,1.49,20.13,0.77,45.55,16.35,1.69,1,1,1,0,1,1,5,1
6491,晶碩,20.47,7.0,48.97,3.7,374.0,41.71,0.99,1,1,1,0,0,1,4,1
6504,南六,23.48,10.18,21.08,5.44,71.3,14.3,7.63,1,1,1,1,1,1,6,1
6505,台塑化,16.32,5.46,10.94,2.54,80.0,75.82,3.18,1,1,0,0,0,1,3,0
6525,捷敏-KY,20.94,5.69,31.65,4.1,68.9,51.53,5.95,1,1,1,1,1,1,6,1
6531,愛普*,8.87,3.37,22.61,2.8,157.0,0.0,1.78,1,1,1,0,0,0,3,0
6533,晶心科,1.24,0.37,99.73,1.5,412.5,18.73,0.36,0,1,1,0,0,1,3,0
6541,泰福-KY,-54.58,-7.86,0.0,0.0,49.05,31.45,0.0,0,0,0,0,1,1,2,0
6550,北極星藥業-KY,-96.05,-3.19,0.0,0.0,123.5,70.17,0.0,0,0,0,0,0,1,1,0
6552,易華電,10.73,2.11,18.89,1.56,32.75,52.87,4.76,1,1,0,0,1,1,4,1
6558,興能高,12.32,1.74,24.2,0.9,19.15,16.19,4.7,1,1,1,0,1,1,5,1
6573,虹揚-KY,1.81,0.54,14.6,0.25,13.7,1.99,1.82,0,1,0,0,1,0,2,0
6579,研揚,12.13,5.31,32.18,3.63,74.6,60.52,4.87,1,1,1,0,1,1,5,1
6581,鋼聯,23.37,5.43,51.68,3.99,93.0,72.31,4.29,1,1,1,0,0,1,4,1
6582,申豐,21.93,7.14,31.05,7.31,52.0,49.7,14.06,1,1,1,1,1,1,6,1
6585,鼎基,2.58,0.98,18.43,2.1,51.3,37.57,4.09,0,1,0,0,1,1,3,0
6591,動力-KY,16.93,5.33,27.71,2.34,41.6,20.83,5.62,1,1,1,1,1,1,6,1
6592,和潤企業,14.65,4.62,59.39,3.3,102.0,68.36,3.24,1,1,1,0,0,1,4,1
6598,ABC-KY,-61.43,-4.13,47.12,0.0,27.9,0.0,0.0,0,0,1,0,1,0,2,0
6605,帝寶,6.82,5.27,25.74,1.92,71.0,14.78,2.7,1,1,1,0,1,1,5,1
6625,必應,4.77,0.43,14.99,0.47,30.0,13.58,1.57,0,1,0,0,1,1,3,0
6641,基士德-KY,17.98,5.5,39.3,3.47,54.0,13.09,6.43,1,1,1,1,1,1,6,1
6655,科定,11.02,3.12,52.46,4.8,135.5,22.25,3.54,1,1,1,0,0,1,4,1
6666,羅麗芬-KY,60.13,6.69,61.64,3.5,69.1,43.86,5.07,1,1,1,1,1,1,6,1
6668,中揚光,16.19,2.96,44.47,0.96,38.1,24.63,2.52,1,1,1,0,1,1,5,1
6669,緯穎,46.43,27.97,6.27,20.01,811.0,39.99,2.47,1,1,0,0,0,1,3,0
6670,復盛應用,48.52,13.43,23.69,9.32,182.0,7.82,5.12,1,1,1,1,0,0,4,1
6671,三能-KY,15.75,4.35,38.59,3.0,38.45,2.68,7.8,1,1,1,1,1,0,5,1
6672,騰輝電子-KY,39.5,6.59,25.14,3.83,62.1,14.13,6.17,1,1,1,1,1,1,6,1
6674,鋐寶科技,7.84,2.18,12.69,1.4,24.75,47.73,5.66,1,1,0,1,1,1,5,1
6691,洋基工程,25.07,12.81,15.51,10.46,171.0,21.78,6.12,1,1,0,1,0,1,4,1
6715,嘉基,6.28,2.24,20.68,1.32,141.5,51.37,0.93,1,1,1,0,0,1,4,1
8011,台通,-1.68,0.08,14.54,0.99,15.1,19.46,6.56,0,1,0,1,1,1,4,1
8016,矽創,24.23,8.98,29.83,11.3,174.5,6.54,6.48,1,1,1,1,0,0,4,1
8021,尖點,5.39,1.61,28.82,1.34,25.6,9.87,5.23,1,1,1,1,1,0,5,1
8028,昇陽半導體,10.19,1.69,31.17,1.32,53.4,5.5,2.47,1,1,1,0,1,0,4,1
8033,雷虎,-7.74,-0.66,35.26,0.0,19.4,3.19,0.0,0,0,1,0,1,0,2,0
8039,台虹,9.38,3.26,20.96,2.5,40.1,11.19,6.23,1,1,1,1,1,1,6,1
8046,南電,0.59,0.23,3.64,3.06,204.0,66.97,1.5,0,1,0,0,0,1,2,0
8070,長華*,15.58,11.45,13.27,2.36,31.85,0.0,7.41,1,1,0,1,1,0,4,1
8072,陞泰,-0.73,-0.3,15.29,0.35,23.5,39.16,1.49,0,0,0,0,1,1,2,0
8081,致新,13.77,6.98,33.84,8.5,123.0,10.73,6.91,1,1,1,1,0,1,5,1
8101,華冠,-44.01,-2.41,2.65,0.06,6.34,12.44,0.95,0,0,0,0,1,1,2,0
8103,瀚荃,8.12,2.49,30.31,1.29,32.0,11.27,4.03,1,1,1,0,1,1,5,1
8104,錸寶,27.48,6.1,22.37,1.81,34.6,33.52,5.23,1,1,1,1,1,1,6,1
8105,凌巨,-0.63,-0.08,10.82,0.12,11.8,34.65,1.02,0,0,0,0,1,1,2,0
8110,華東,4.09,0.79,7.78,0.35,11.9,38.91,2.94,0,1,0,0,1,1,3,0
8112,至上,19.89,3.83,2.77,3.1,34.45,6.39,9.0,1,1,0,1,1,0,4,1
8114,振樺電,19.63,6.73,36.19,4.58,133.0,9.37,3.44,1,1,1,0,0,0,3,0
8131,福懋科,11.81,2.94,17.75,2.4,36.9,62.71,6.5,1,1,0,1,1,1,5,1
8150,南茂,11.09,2.71,19.52,1.96,30.9,11.74,6.34,1,1,0,1,1,1,5,1
8163,達方,9.89,3.1,17.64,2.66,39.65,22.9,6.71,1,1,0,1,1,1,5,1
8201,無敵,-7.78,-1.0,15.72,0.3,11.3,40.95,2.65,0,0,0,0,1,1,2,0
8210,勤誠,22.36,5.99,27.79,3.72,74.6,12.39,4.99,1,1,1,0,1,1,5,1
8213,志超,9.62,4.33,14.28,2.95,34.1,6.6,8.65,1,1,0,1,1,0,4,1
8215,明基材,5.34,0.68,14.14,0.84,29.15,40.25,2.88,1,1,0,0,1,1,4,1
8222,寶一,3.33,0.44,16.98,0.57,23.9,15.84,2.38,0,1,0,0,1,1,3,0
8249,菱光,6.22,1.65,13.92,1.34,21.6,27.24,6.2,1,1,0,1,1,1,5,1
8261,富鼎,7.11,1.3,16.46,1.8,106.5,10.8,1.69,1,1,0,0,0,1,3,0
8271,宇瞻,13.41,3.39,15.64,2.51,41.8,19.03,6.0,1,1,0,1,1,1,5,1
8341,日友,30.3,7.55,61.29,7.34,148.0,37.73,4.96,1,1,1,0,0,1,4,1
8367,建新國際,9.23,2.17,31.64,1.48,33.75,38.02,4.39,1,1,1,0,1,1,5,1
8374,羅昇,4.45,0.73,16.88,0.56,28.25,71.86,1.98,0,1,0,0,1,1,3,0
8404,百和興業-KY,9.26,1.5,36.68,0.92,28.6,59.78,3.22,1,1,1,0,1,1,5,1
8411,福貞-KY,2.04,0.74,12.72,0.28,14.35,4.6,1.95,0,1,0,0,1,0,2,0
8422,可寧衛,23.85,11.9,67.17,10.2,177.5,16.35,5.75,1,1,1,1,0,1,5,1
8429,金麗-KY,3.87,1.46,14.67,0.28,9.9,24.29,2.83,0,1,0,0,1,1,3,0
8438,昶昕,2.43,0.46,10.57,0.8,27.3,50.73,2.93,0,1,0,0,1,1,3,0
8442,威宏-KY,3.57,1.04,15.99,1.6,73.8,30.91,2.17,0,1,0,0,1,1,3,0
8443,阿瘦,-3.8,-0.8,55.84,0.26,11.15,12.94,2.33,0,0,1,0,1,1,3,0
8454,富邦媒,23.64,10.34,10.42,9.7,550.0,55.55,1.76,1,1,0,0,0,1,3,0
8462,柏文,24.81,6.1,30.62,4.05,117.5,36.52,3.45,1,1,1,0,0,1,4,1
8463,潤泰材,5.63,0.89,12.47,0.71,19.65,46.72,3.61,1,1,0,0,1,1,4,1
8464,億豐,32.35,13.8,49.66,10.2,251.5,26.27,4.06,1,1,1,0,0,1,4,1
8466,美吉吉-KY,16.72,6.4,25.94,3.36,39.45,40.73,8.52,1,1,1,1,1,1,6,1
8467,波力-KY,5.86,1.72,26.93,1.7,55.8,9.87,3.05,1,1,1,0,1,0,4,1
8473,山林水,6.92,2.65,25.68,1.88,29.75,66.94,6.32,1,1,1,1,1,1,6,1
8478,東哥遊艇,9.78,3.36,27.41,2.12,277.5,38.73,0.76,1,1,1,0,0,1,4,1
8480,泰昇-KY,23.13,8.58,32.4,4.94,84.2,64.82,5.87,1,1,1,1,0,1,5,1
8481,政伸,24.96,5.11,47.13,4.5,57.0,36.38,7.89,1,1,1,1,1,1,6,1
8482,商億-KY,37.29,9.0,39.96,7.36,68.7,0.0,10.71,1,1,1,1,1,0,5,1
8488,吉源-KY,2.38,1.05,12.04,0.56,0.0,8.31,0.0,0,1,0,0,1,0,2,0
8499,鼎炫-KY,25.43,8.67,47.88,6.21,107.0,48.51,5.8,1,1,1,1,0,1,5,1
8926,台汽電,8.0,1.61,14.93,1.63,33.1,34.16,4.92,1,1,0,0,1,1,4,1
8940,新天地,-1.74,-0.31,47.96,0.79,16.5,21.43,4.79,0,0,1,0,1,1,3,0
8996,高力,9.27,1.94,27.51,1.64,130.5,4.51,1.26,1,1,1,0,0,0,3,0
9802,鈺齊-KY,13.03,5.77,19.29,2.7,162.5,3.41,1.66,1,1,0,0,0,0,2,0
9902,台火,1.34,0.16,6.08,0.34,10.3,20.88,3.3,0,1,0,0,1,1,3,0
9904,寶成,10.21,3.62,24.97,1.35,27.75,7.67,4.86,1,1,1,0,1,0,4,1
9905,大華,7.39,1.75,14.43,1.34,24.8,0.0,5.4,1,1,0,1,1,0,4,1
9906,欣巴巴,-1.48,-0.08,23.44,0.13,46.5,50.07,0.28,0,0,1,0,1,1,3,0
9907,統一實,4.66,0.58,10.82,0.58,18.1,48.06,3.2,0,1,0,0,1,1,3,0
9908,大台北,6.81,1.52,21.35,1.1,30.05,12.66,3.66,1,1,1,0,1,1,5,1
9910,豐泰,32.95,7.03,23.76,4.7,160.5,17.69,2.93,1,1,1,0,0,1,4,1
9911,櫻花,18.3,3.57,34.58,2.94,62.2,9.92,4.73,1,1,1,0,1,0,4,1
9912,偉聯,-5.71,-0.55,31.04,2.2,9.54,6.43,23.06,0,0,1,1,1,0,3,0
9914,美利達,15.81,7.31,13.39,4.94,177.5,24.23,2.78,1,1,0,0,0,1,3,0
9917,中保科,17.74,4.26,36.45,4.4,99.0,0.0,4.44,1,1,1,0,0,0,3,0
9918,欣天然,8.8,1.45,24.44,1.4,42.0,40.79,3.33,1,1,1,0,1,1,5,1
9919,康那香,3.32,0.56,18.32,0.81,16.4,25.49,4.94,0,1,0,0,1,1,3,0
9921,巨大,15.03,8.7,21.2,6.14,204.0,17.71,3.01,1,1,1,0,0,1,4,1
9924,福興,14.05,3.94,22.82,2.4,41.15,11.04,5.83,1,1,1,1,1,1,6,1
9925,新保,9.0,2.33,33.66,1.98,38.9,16.01,5.09,1,1,1,1,1,1,6,1
9926,新海,12.07,1.98,24.19,1.72,0.0,0.0,0.0,1,1,1,0,1,0,4,1
9927,泰銘,12.01,2.89,9.65,2.68,35.1,38.48,7.64,1,1,0,1,1,1,5,1
9928,中視,-31.48,-1.68,-11.74,0.0,24.7,51.33,0.0,0,0,0,0,1,1,2,0
9929,秋雨,13.25,1.32,9.12,0.08,8.59,8.54,0.93,1,1,0,0,1,0,3,0
9930,中聯資源,16.03,3.16,16.3,1.9,45.25,0.0,4.2,1,1,0,0,1,0,3,0
9931,欣高,10.25,1.84,17.79,1.14,38.5,24.83,2.96,1,1,0,0,1,1,4,1
9933,中鼎,11.46,2.31,7.3,2.35,46.6,9.05,5.04,1,1,0,1,1,0,4,1
9934,成霖,5.17,0.82,28.14,0.98,11.55,6.52,8.48,1,1,1,1,1,0,5,1
9935,慶豐富,13.56,1.35,19.03,0.46,17.3,10.3,2.66,1,1,0,0,1,1,4,1
9937,全國,15.17,2.37,11.35,2.08,0.0,0.0,0.0,1,1,0,0,1,0,3,0
9938,百和,15.89,5.07,37.63,3.02,57.6,7.42,5.24,1,1,1,1,1,0,5,1
9939,宏全,10.18,4.48,19.67,3.15,83.5,8.2,3.77,1,1,0,0,0,0,2,0
9940,信義,15.15,2.32,29.68,1.9,29.25,32.56,6.5,1,1,1,1,1,1,6,1
9941,裕融,16.03,8.42,45.61,5.22,146.0,44.08,3.58,1,1,1,0,0,1,4,1
9942,茂順,15.57,5.41,34.37,4.36,99.9,15.6,4.36,1,1,1,0,0,1,4,1
9943,好樂迪,18.89,5.08,56.09,3.76,59.0,38.23,6.37,1,1,1,1,1,1,6,1
9944,新麗,1.38,0.27,23.48,0.6,20.1,26.69,2.99,0,1,1,0,1,1,4,1
9945,潤泰新,19.79,7.05,23.39,1.6,53.6,27.81,2.99,1,1,1,0,1,1,5,1
9946,三發地產,10.59,2.02,33.76,0.5,12.25,0.0,4.08,1,1,1,0,1,0,4,1
9955,佳龍,-6.34,-1.15,0.32,0.8,18.2,39.16,4.4,0,0,0,0,1,1,2,0
9958,世紀鋼,5.95,1.6,14.84,1.51,66.0,18.91,2.29,1,1,0,0,1,1,4,1
