代號,公司,股價
5906,台南-KY,30.0
5907,大洋-KY,18.3
6005,群益證,11.5
6015,宏遠證,9.83
6016,康和證,10.05
6020,大展證,18.5
6021,大慶證,18.75
6023,元大期,48.65
6024,群益期,36.95
6026,福邦證,10.15
6101,弘捷,26.95
6103,合邦,7.18
6104,創惟,101.0
6108,競國,16.65
6109,亞元,16.15
6111,大宇資,49.05
6112,聚碩,32.25
6113,亞矽,17.6
6114,翔昇,24.5
6115,鎰勝,42.5
6116,彩晶,11.1
6117,迎廣,14.2
6118,建達,36.55
6120,達運,8.96
6121,新普,293.0
6122,擎邦,16.9
6123,上奇,55.0
6124,業強,28.3
6125,廣運,26.45
6126,信音,20.6
6127,九豪,17.25
6128,上福,29.5
6129,普誠,31.2
6130,基因,30.7
6133,金橋,24.3
6134,萬旭,22.7
6136,富爾特,18.4
6138,茂達,130.0
6139,亞翔,37.3
6140,訊達,17.2
6141,柏承,21.15
6142,友勁,10.1
6143,振曜,68.6
6144,得利,15.15
6146,耕興,222.0
6147,頎邦,58.5
6148,驊宏資,12.65
6150,撼訊,67.5
6151,晉倫,25.5
6152,百一,10.25
6153,嘉聯益,24.8
6154,順發,15.45
6155,鈞寶,25.0
6156,松上,20.25
6158,禾昌,25.85
6160,欣技,17.75
6161,捷波,25.25
6163,華電網,15.6
6164,華興,10.3
6165,浪凡,28.35
6166,凌華,55.0
6167,久正,12.2
6168,宏齊,18.1
6169,昱泉,19.6
6170,統振,34.25
6171,亞銳士,24.3
6173,信昌電,35.1
6174,安碁,26.8
6175,立敦,31.9
6176,瑞儀,103.5
6177,達麗,28.85
6179,亞通,22.2
6180,橘子,67.7
6182,合晶,43.85
6183,關貿,59.8
6184,大豐電,48.0
6185,幃翔,12.35
6186,新潤,32.9
6187,萬潤,69.0
6188,廣明,41.25
6189,豐藝,38.05
6190,萬泰科,30.75
6191,精成,28.65
6192,巨路,70.2
6194,育富,23.85
6195,詩肯,42.8
6196,帆宣,121.5
6197,佳必琪,40.5
6198,凌泰,19.5
6199,精威,17.85
6201,亞弘電,39.65
6202,盛群,68.0
6203,海韻電,52.8
6204,艾華,58.2
6205,詮欣,74.0
6206,飛捷,66.4
6207,雷科,26.65
6208,日揚,49.6
6209,今國,26.1
6210,慶生,35.6
6212,理銘,54.0
6213,聯茂,76.5
6214,精誠,69.8
6215,和椿,20.45
6216,居易,25.7
6217,中探針,45.15
6218,豪勉,18.25
6219,富旺,11.05
6220,岳豐,25.5
6221,晉泰,51.7
6222,上揚,15.5
6223,旺矽,117.0
6224,聚鼎,55.5
6225,天瀚,10.3
6226,光鼎,11.1
6227,茂綸,40.0
6228,全譜,12.95
6229,研通,25.5
6230,超眾,122.0
6231,系微,90.7
6233,旺玖,22.75
6234,高僑,23.5
6235,華孚,37.35
6236,康呈生,17.4
6237,驊訊,47.75
6239,力成,82.2
6240,松崗,18.15
6241,易通展,16.6
6242,立康,54.9
6243,迅杰,28.75
6244,茂迪,29.1
6245,立端,97.0
6246,臺龍,14.8
6247,淇譽電,15.35
6248,沛波,22.2
6257,矽格,50.1
6259,百徽,22.65
6261,久元,59.2
6263,普萊德,87.7
6264,富裔,8.17
6265,方土昶,10.1
6266,泰詠,26.55
6269,台郡,100.5
6270,倍微,22.0
6271,同欣電,209.5
6274,台燿,54.4
6275,元山,26.7
6276,名鐘,14.3
6277,宏正,76.8
6278,台表科,97.5
6279,胡連,161.5
6281,全國電,81.6
6282,康舒,30.35
6283,淳安,33.7
6284,佳邦,50.4
6285,啟碁,85.0
6287,元隆,24.2
6288,聯嘉,24.85
6290,良維,55.3
6291,沛亨,100.0
6292,迅德,38.55
6294,智基,104.0
6404,通訊-KY,18.4
6405,悅城,21.15
6409,旭隼,1655.0
6411,晶焱,93.0
6412,群電,74.7
6414,樺漢,208.5
6415,矽力-KY,492.0
6416,瑞祺電通,92.0
6417,韋僑,87.3
6418,詠昇,16.2
6419,京晨科,35.4
6425,易發,19.45
6426,統新,68.4
6431,光麗-KY,21.15
6432,今展科,32.2
6435,大中,102.0
6438,迅得,88.9
6441,廣錠,50.2
6442,光聖,51.1
6443,元晶,35.05
6446,藥華藥,527.0
6449,鈺邦,43.7
6451,訊芯-KY,90.4
6456,GIS-KY,91.1
6457,紘康,58.8
6461,益得,36.3
6462,神盾,64.3
6464,台數科,99.0
6465,威潤,16.95
6469,大樹,288.5
6470,宇智,58.1
6472,保瑞,402.0
6477,安集,47.8
6482,弘煜科,43.8
6485,點序,71.3
6486,互動,59.7
6488,環球晶,454.5
6491,晶碩,402.5
6492,生華科,62.6
6494,九齊,72.9
6496,科懋,28.3
6499,益安,57.5
6504,南六,72.3
6505,台塑化,81.0
6506,雙邦,19.6
6508,惠光,37.15
6509,聚和,41.1
6510,精測,506.0
6512,啟發電,24.9
6514,芮特-KY,53.2
6515,穎崴,455.0
6516,勤崴國際,77.7
6523,達爾膚,103.5
6525,捷敏-KY,71.3
6527,明達醫,54.9
6530,創威,22.85
6531,愛普,184.5
6532,瑞耘,52.4
6533,晶心科,510.0
6535,順藥,38.8
6538,倉和,71.6
6541,泰福-KY,40.05
6542,隆中,48.8
6546,正基,75.8
6547,高端疫苗,80.0
6548,長華科,31.5
6550,北極星藥業-KY,100.0
6552,易華電,32.15
6556,勝品,130.5
6558,興能高,23.9
6560,欣普羅,36.15
6561,是方,286.0
6568,宏觀,185.5
6569,醫揚,100.0
6570,維田,47.15
6573,虹揚-KY,13.2
6574,霈方,48.95
6576,逸達,94.7
6577,勁豐,58.4
6578,達邦蛋白,15.75
6579,研揚,86.6
6581,鋼聯,96.0
6582,申豐,58.7
6585,鼎基,51.8
6588,東典光電,31.75
6589,台康生技,145.5
6590,普鴻,53.0
6591,動力-KY,44.3
6592,和潤企業,102.5
6593,台灣銘板,44.95
6594,展匯科,27.85
6596,寬宏藝術,44.5
6598,瑞磁ABC-KY,31.5
6603,富強鑫,17.6
6605,帝寶,74.6
6609,瀧澤,35.25
6612,奈米醫材,82.1
6613,朋億,90.4
6615,慧智,37.3
6616,特昇-KY,14.1
6624,萬年清,40.0
6625,必應,35.5
6629,泰金-KY,49.55
6640,均華,87.8
6641,基士德-KY,53.2
6642,富致,43.45
6643,M31,510.0
6649,台生材,35.1
6651,全宇昕,72.2
6654,天正國際,50.1
6655,科定,129.5
6661,威健生技,22.0
6662,樂斯科,30.1
6666,羅麗芬-KY,81.3
6667,信紘科,63.5
6668,中揚光,39.45
6669,緯穎,909.0
6670,復盛應用,219.0
6671,三能-KY,37.75
6672,騰輝電子-KY,76.1
6674,鋐寶科技,23.7
6679,鈺太,223.5
6680,鑫創電子,64.9
6683,雍智科技,187.5
6684,安格,49.15
6689,伊雲谷,83.4
6690,安碁資訊,117.5
6691,洋基工程,196.0
6693,廣閎科,64.1
6695,芯鼎,45.05
6697,東捷資訊,37.45
6698,旭暉應材,29.85
6703,軒郁,102.0
6706,惠特,93.9
6712,長聖,208.5
6715,嘉基,138.0
6716,應廣,78.0
6719,力智,271.0
6721,信實,44.35
6727,亞泰金屬,70.5
6728,上洋,123.5
6732,昇佳電子,234.5
6733,博晟生醫,23.8
6735,美達科技,58.9
6741,91APP*-KY,89.1
6743,安普新,36.0
6747,亨泰光,197.0
6751,智聯服務,43.5
6752,叡揚資訊,60.5
6754,匯僑設計,48.4
6756,威鋒電子,205.5
6761,穩得,89.2
6762,達亞,232.0
6763,綠界科技,412.0
6767,台微醫,31.5
6768,志強-KY,75.1
6770,力積電,32.4
6776,展碁國際,38.7
6781,AES-KY,695.0
6788,華景電,103.0
6789,采鈺,221.0
6790,永豐實,36.2
6791,虎門科技,48.6
6796,晉弘,77.4
6799,來頡,99.9
6803,崑鼎,249.5
6804,明係,54.0
6806,森崴能源,74.0
6807,峰源-KY,25.45
6823,濾能,98.0
6829,千附精密,74.8
6830,汎銓,98.2
6834,天二科技,26.3
6835,圓裕,38.65
6855,數泓科,71.1
7402,邑錡,39.9
7556,意德士,103.0
8011,台通,14.7
8016,矽創,176.5
8021,尖點,29.55
8024,佑華微,22.2
8027,鈦昇,53.8
8028,昇陽半導體,61.1
8032,光菱,29.65
8033,雷虎,40.8
8034,榮群,14.8
8038,長園科,41.8
8039,台虹,41.5
8040,九暘,53.9
8042,金山電,35.55
8043,蜜望實,25.3
8044,網家,54.3
8046,南電,270.0
8047,星雲,12.4
8048,德勝,33.45
8049,晶采,30.1
8050,廣積,84.5
8054,安國,33.1
8059,凱碩,9.52
8064,東捷,17.45
8066,來思達,27.5
8067,志旭,9.06
8068,全達,24.85
8069,元太,165.0
8070,長華,31.6
8071,能率網通,15.1
8072,陞泰,28.15
8074,鉅橡,18.85
8076,伍豐,27.85
8077,洛碁,8.2
8081,致新,144.5
8083,瑞穎,165.5
8084,巨虹,127.5
8085,福華,20.5
8086,宏捷科,71.1
8087,華鎂鑫,25.0
8088,品安,24.05
8089,康全電訊,23.3
8091,翔名,87.4
8092,建暐,13.55
8093,保銳,11.55
8096,擎亞,11.8
8097,常珵,63.3
8099,大世科,38.75
8101,華冠,6.0
8103,瀚荃,31.95
8104,錸寶,37.25
8105,凌巨,12.9
8107,大億金茂,17.6
8109,博大,85.9
8110,華東,12.35
8111,立碁,16.15
8112,至上,36.4
8114,振樺電,111.5
8121,越峰,27.5
8131,福懋科,38.95
8147,正淩,61.8
8150,南茂,33.25
8155,博智,112.0
8163,達方,38.5
8171,天宇,47.45
8176,智捷,10.15
8182,加高,31.1
8183,精星,56.9
8201,無敵,10.5
8210,勤誠,72.5
8213,志超,36.75
8215,明基材,32.55
8222,寶一,29.05
8234,新漢,34.95
8240,華宏,28.2
8249,菱光,28.2
8255,朋程,164.0
8261,富鼎,105.5
8271,宇瞻,41.5
8277,商丞,8.5
8279,生展,159.5
8284,三竹,56.7
8289,泰藝電,37.2
8291,尚茂,5.49
8299,群聯,311.0
8341,日友,169.0
8342,益張,54.4
8349,恒耀,62.7
8354,冠郝,14.35
8358,金居,53.8
8367,建新國際,34.75
8374,羅昇,28.1
8383,千附,38.55
8390,金益鼎,36.3
8401,白紗科,21.0
8403,盛弘,34.25
8404,百和興業-KY,26.55
8409,商之器,19.6
8410,森田,29.1
8411,福貞-KY,13.15
8415,大國鋼,38.9
8416,實威,114.0
8418,捷必勝-KY,9.86
8420,明揚,73.1
8421,旭源,15.3
8422,可寧衛,180.0
8423,保綠-KY,17.65
8424,惠普,66.0
8426,紅木-KY,28.8
8429,金麗-KY,11.2
8431,匯鑽科,51.3
8432,東生華,48.95
8433,弘帆,63.2
8435,鉅邁,59.3
8436,大江,157.5
8437,大地-KY,102.5
8438,昶昕,25.95
8440,綠電,47.25
8442,威宏-KY,75.8
8443,阿瘦,11.05
8444,綠河-KY,39.4
8446,華研,82.4
8450,霹靂,28.25
8454,富邦媒,616.0
8455,大拓-KY,20.45
8462,柏文,125.0
8463,潤泰材,25.05
8464,億豐,272.0
8466,美吉吉-KY,41.4
8467,波力-KY,61.3
8472,夠麻吉,43.8
8473,山林水,27.55
8476,台境,54.4
8477,創業家,19.1
8478,東哥遊艇,322.5
8480,泰昇-KY,84.6
8481,政伸,56.8
8482,商億-KY,70.8
8488,吉源-KY,15.3
8489,三貝德,23.2
8499,鼎炫-KY,102.0
8905,裕國,21.6
8906,花王,19.5
8908,欣雄,66.4
8916,光隆,54.8
8917,欣泰,89.7
8921,沈氏,14.7
8923,時報,21.2
8924,大田,118.5
8926,台汽電,32.55
8927,北基,36.5
8928,鉅明,40.2
8929,富堡,20.75
8930,青鋼,16.75
8931,大汽電,42.1
8932,宏大,46.15
8933,愛地雅,16.6
8935,邦泰,12.2
8936,國統,22.4
8937,合騏,14.6
8938,明安,97.2
8940,新天地,16.7
8941,關中,56.7
8942,森鉅,59.8
8996,高力,162.5
9105,泰金寶,3.96
911622,泰聚亨,5.12
9802,鈺齊-KY,140.5
9902,台火,12.6
9904,寶成,32.4
9905,大華金,24.5
9906,欣巴巴,44.8
9907,統一實,16.85
9908,大台北,31.15
9910,豐泰,181.5
9911,櫻花,63.3
9912,偉聯,9.68
9914,美利達,177.0
9917,中興保,99.4
9918,欣天然,42.25
9919,康那香,17.65
9921,巨大,206.0
9924,福興,41.75
9925,新保,39.3
9926,新海瓦,51.5
9927,泰銘,37.3
9928,中視,20.0
9929,秋雨,8.5
9930,中聯資,46.25
9931,欣高,39.0
9933,中鼎,42.85
9934,成霖,13.1
9935,慶豐富,17.65
9937,全國油,52.0
9938,百和,56.5
9939,宏全,84.2
9940,信義,28.85
9941,裕融,157.5
9942,茂順,102.5
9943,好樂迪,62.0
9944,新麗,20.45
9945,潤泰新,44.45
9946,三發,12.2
9949,琉園,18.3
9950,萬國通,10.65
9951,皇田,65.7
9955,佳龍,20.95
9958,世紀鋼,87.8
9960,邁達康,26.4
9962,有益,16.55
