代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROE_2021,毛利率_2017,毛利率_2018,毛利率_2019,毛利率_2020,毛利率_2021,負債比_2017,負債比_2018,負債比_2019,負債比_2020,負債比_2021,稅後淨利率_2017,稅後淨利率_2018,稅後淨利率_2019,稅後淨利率_2020,稅後淨利率_2021,現金股利,成交價,董監持股,現金殖利率,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,成交價_Test,董監持股_Test,符合數量,正負樣本
2530,華建,-1.71,-0.22,48.64,-3.37,0.58,-2.19,-1.96,-1.6,16.47,16.34,81.27,29.1,100,39.66,32.02,34.53,25.84,50.84,-176.83,1.66,-740.35,-109.49,-1382.81,0.59,17.1,3.49,3.45,0,0,1,0,1,0,2,-1
2534,宏盛,13.42,2.65,42.76,23.9,22.79,9.52,4.52,6.37,45.74,44.33,36.74,44.23,42.78,61.77,54.82,53.12,61.5,58.81,40.04,37.58,22.63,22.01,21.78,1.14,24.7,6.75,4.62,1,1,1,0,1,0,4,0
2535,達欣工,11.13,2.84,10.93,9.12,9.23,8.99,14.27,14.06,9.35,8.24,11.31,11.88,13.87,67.41,63.14,56.95,57.73,59.76,4.27,3.78,5.8,7.42,8.16,1.92,30.9,15.88,6.21,1,1,0,1,1,1,5,1
2536,宏普,4.09,1.45,27.4,6.73,3.81,5.14,5.08,-0.29,31.39,16.61,26.34,24.6,38.04,34.38,27.64,39.6,48.37,65.37,29.14,11.35,21.01,15.4,-10.75,1.4,22.45,37.18,6.24,0,1,1,1,1,1,5,1
2537,聯上發,1.44,0.2,19.87,-1.25,0.7,-6.63,4.47,9.92,27.75,9.79,7.74,23.33,30.73,47.45,50.88,56.34,67.06,70.87,-14.63,1.5,-33.51,11.95,17.77,0.68,7.24,22.83,9.39,0,1,0,1,1,1,4,0
2538,基泰,-1.26,-0.22,52.92,0.71,0.65,-3.94,-1.82,-1.88,46.96,69.58,55.01,31.8,61.24,57.56,60.65,64.73,67.89,70.02,18.97,34.08,-167.46,-24.79,-47.99,0.58,0,6.14,0,0,0,1,0,1,0,2,-1
2539,櫻花建,13.68,1.92,29.76,17.49,7.75,22.91,10.96,9.28,32.63,22.95,28.75,32.66,31.8,47.23,54.11,47.02,57.19,59.59,23.6,11.87,20.03,17.81,17.64,0.62,31.8,17.41,1.95,1,1,1,0,1,1,5,1
2540,愛山林,9.63,3.19,39.99,0.45,4.5,4.75,18.81,19.64,42.91,36.35,35.94,42.79,41.94,62.17,63.26,65.67,66.64,69.34,1.81,9.94,9.11,18.96,20.5,0.9,73.4,0,1.23,0,1,1,0,1,0,3,0
2542,興富發,14.22,3.78,28.68,6.69,23.49,9.36,8.04,23.53,26.64,29.8,27.94,28.01,31,72.35,69.36,76.7,80.2,77.54,13.08,19.77,14.66,11.54,21.65,2.5,39.85,4.26,6.27,1,1,1,1,1,0,5,1
2543,皇昌,-0.29,-0.06,0.65,0.13,-21.94,0.96,2.4,16.99,4.13,-8.26,3.74,2.75,0.9,45.26,68.49,72.07,73.17,71.95,0.09,-11.72,0.36,0.81,5.03,0.12,8.66,50.41,1.39,0,0,0,0,1,1,2,-1
2545,皇翔,9.43,3.22,38.8,2.1,8.1,0.14,16.25,20.54,30.51,38.94,32.58,44.45,47.53,74.3,73.01,74.97,72.49,73.91,7.62,27.68,0.45,27.05,31.16,3.06,40.25,45.04,7.6,0,1,1,1,1,1,5,1
2546,根基,17.79,4.66,7.57,12.93,16.68,15.26,21.56,22.51,6.66,6.38,6.27,7.49,11.06,64.33,63.73,66.88,67.46,62.16,3.53,3.57,3.51,4.43,6.87,2.87,48.8,34.18,5.88,1,1,0,1,1,1,5,1
2547,日勝生,6.74,0.83,33.97,-7.57,31.54,3.75,5.44,0.53,28.64,22.64,44.09,40,34.49,87.5,75.24,78.09,78.45,79.17,-4.99,10.79,7.37,9.85,1.01,0.65,9.68,13.27,6.71,0,1,1,1,1,1,5,1
2548,華固,14.37,8.59,29.98,14.19,5.62,19.68,16.14,16.21,30.76,29.35,24.08,33.53,32.19,53.84,63.15,53.49,51.58,56.57,21.23,18.75,15.85,24.45,21.57,6.44,89.6,15.47,7.19,1,1,1,1,0,1,5,1
2597,潤弘,16.21,5.98,14.19,8.11,13.8,13.65,19.83,25.65,14.59,15.15,12.31,13.55,15.35,45.11,45.03,52.56,52.65,52.83,5.7,8.46,6.3,7.53,8.37,5.43,81.8,47.57,6.64,1,1,0,1,0,1,4,0
2601,益航,3.63,0.62,66.18,5.89,1.69,12.69,-2.53,0.42,72.18,71.27,67.14,56.19,64.13,63.09,62.06,65.35,66.73,65.99,9.52,2.73,20.55,-4.99,0.77,0.3,8.42,11.39,3.56,0,1,1,0,1,1,4,0
2603,長榮,31.68,10.54,20.59,11.07,0.11,-0.31,32.86,114.69,7.23,4.41,7.62,21.97,61.71,66.67,69.01,76,69.63,41.52,4.42,0.05,-0.12,13.89,53.76,4.36,149.5,0,2.92,1,1,1,0,0,0,3,0
2605,新興,2.43,0.52,21.12,3.69,0.49,0.94,1.58,5.45,26.14,13.59,13.64,22.14,30.08,28.49,28.35,28.32,26.04,26.32,19.73,2.25,3.73,6.4,19.96,0.48,18.35,4.85,2.62,0,1,1,0,1,0,3,0
2606,裕民,8.2,2.38,17.09,4.31,7.03,6.18,3.51,19.96,9.14,14.88,18.82,11,31.63,59.48,59.46,56.88,61.78,58.48,11.76,14.48,16.11,10.33,34.92,1.82,37.35,40.63,4.87,0,1,0,0,1,1,3,0
2607,榮運,3.79,0.81,15.1,4.06,3.94,3.73,2.96,4.24,14.76,16.01,15.29,14.22,15.24,34.45,32.18,34.81,33.42,33.67,11.71,11.24,10.93,9.8,12.2,0.34,31.1,48.83,1.09,0,1,0,0,1,1,3,0
2608,嘉里大榮,14.39,2.85,19.6,14.59,14.16,14.88,15.07,13.27,18.15,18.7,20.2,21.63,19.31,40.63,42.07,53.47,50.05,52.27,12.26,11.77,11.87,12.72,11.38,1.59,37.15,0,4.28,1,1,0,0,1,0,3,0
2609,陽明,24.39,9.84,18.03,2.3,-26.95,-21.39,45.63,122.37,4.96,0.03,4.07,17.24,63.87,80.05,85.5,91.06,81.36,39.04,0.38,-4.45,-2.68,8.06,49.63,4.25,63.5,32.23,6.69,1,1,0,1,1,1,5,1
2610,華航,3.9,0.44,11.95,4.26,3.81,-1.12,-0.46,12.99,14.07,10.08,9.91,8.87,16.82,73.81,73.91,79.48,78.64,73.8,1.6,1.33,-0.4,-0.24,6.45,0.42,19.65,39.83,2.14,0,1,0,0,1,1,3,0
2611,志信,1.16,0.25,20.81,0.07,1.8,-4.35,-2.25,10.52,28.6,23.51,24.54,7.55,19.87,36.29,34.6,42.5,39.84,22.73,0.18,5.4,-13.31,-10.07,39.82,0.37,13.7,26.58,2.7,0,1,1,0,1,1,4,0
2612,中航,4.6,2.34,20.81,0.99,5.24,3.22,3.34,10.19,17.34,25.38,22.04,17.5,21.79,53.05,50.12,50.22,49.96,45.34,3.05,13.45,8.61,10.51,29.01,1.44,33.45,22.39,4.3,0,1,1,0,1,1,4,0
2613,中櫃,2.6,0.64,11.68,1.92,1.93,1.17,1.01,6.97,8.69,8.76,11.68,11.56,17.71,52.01,52.83,73.86,72.47,70.12,2.16,2.05,1.23,1.09,7.18,0.53,26.7,35.35,1.99,0,1,0,0,1,1,3,0
2614,東森,16.47,1.68,28.14,40.24,18.33,5.14,7.47,11.18,24.59,25.17,30.12,30.56,30.27,45.34,50.79,56.73,58.42,58.16,18.82,7.82,12.03,10.43,13.59,0.86,20.15,5.56,4.27,1,1,1,0,1,0,4,0
2615,萬海,31.73,10.14,21.93,7.47,3.3,10.08,28.21,109.58,11.71,7.49,9.91,21.47,59.06,55.33,54.8,58.51,59.32,43.89,4.21,1.7,4.92,13.87,45.36,2.68,70.3,3.04,3.81,1,1,1,0,1,0,4,0
2616,山隆,8.94,2.79,9.02,14.63,5.73,8.4,8.02,7.91,8.74,7.7,8.22,10.93,9.49,42.08,45.07,52.99,47.47,47.29,3.24,1.24,1.93,2.38,2.26,2.12,33.45,24.98,6.34,0,1,0,1,1,1,4,0
2617,台航,7.03,1.85,25.83,4.84,9.59,5.82,4.93,9.99,16.22,25.6,23.85,23.88,39.59,38.01,31.16,32.24,35.53,32.83,16.55,28.44,19.3,20.8,40.92,1.14,25.25,43.43,4.51,0,1,1,0,1,1,4,0
2618,長榮航,6.23,0.87,13.21,10.22,10.74,6.55,-4.23,7.89,12.96,12.29,12.59,9.61,18.6,71.86,70.93,78.07,76.74,71.5,3.86,4.01,2.68,-3.68,6.43,0.35,28,28.58,1.25,0,1,0,0,1,1,3,0
2630,亞航,3.81,0.5,9.66,8.42,0.98,2.74,2.62,4.3,16.31,11.49,9.74,4.9,5.87,32.16,50.95,64.72,62.69,58.99,5.1,0.57,1.15,1.09,1.98,0.54,16.85,70.58,3.2,0,1,0,0,1,1,3,0
2633,台灣高鐵,9.94,1.19,36.43,8.61,16.15,11.4,8.28,5.24,43.33,44.77,45.77,33.32,14.97,85.68,83.97,83.96,83.61,84.16,12.29,23.55,16.85,14.93,11.95,0.98,28.45,0,3.44,0,1,1,0,1,0,3,0
2634,漢翔,9.76,1.42,10.91,13.73,15.36,12.99,2.76,3.95,14.16,12.91,13.35,6.66,7.46,61.18,64.51,68.05,68.28,64.85,6.35,7.42,6.57,1.88,2.35,0.84,34.15,36.35,2.46,0,1,0,0,1,1,3,0
2636,台驊投控,22.67,8.41,18.4,10.58,14.54,9.28,19.49,59.44,18.26,17.02,17.89,16.28,22.54,53.79,52.6,57.8,57.18,38.49,2.4,3.18,2.14,3.76,11.14,4.17,66.1,0,6.31,1,1,0,1,1,0,4,0
2637,慧洋-KY,8.61,3.64,26.01,1.52,6.66,7.66,0.4,26.81,18.45,27.83,25.8,13.88,44.09,69.17,68.4,66.28,67.85,57.86,3.79,13.84,15.89,0.93,43.01,2.18,53.9,27.68,4.04,0,1,1,0,1,1,4,0
2642,宅配通,8.5,1.67,16.43,7.21,4.18,9.67,11.26,10.16,16.39,15.08,16.62,17.2,16.86,31.9,32.25,51.69,48.33,45.1,3.87,2.04,4.35,5.25,5.38,1.35,45.8,45.9,2.95,0,1,0,0,1,1,3,0
2701,萬企,3.79,0.62,58.36,5.74,4.55,5.26,2.27,1.12,52.15,55.36,59.03,63.6,61.66,12.94,14.05,13.83,14.21,13.98,108.02,90.32,114.63,65.78,35.16,0.29,12.1,19.96,2.4,0,1,1,0,1,1,4,0
2702,華園,18.21,3.22,77.36,-0.2,17.45,-0.36,-24.01,98.18,75.85,80.52,84.7,69.26,76.45,79.5,77.52,83.14,86.32,67.96,-0.17,18.18,-0.31,-36.44,222.41,0.32,23.15,19.47,1.38,1,1,1,0,1,1,5,1
2704,國賓,2.34,0.63,32.86,4.61,4.11,3.7,0.03,-0.76,43.38,41.73,38.67,23.26,17.25,14.28,12.96,12.29,15.92,30.38,14.18,13.54,13.11,0.16,-5.81,0.58,30.75,21.18,1.89,0,1,1,0,1,1,4,0
2705,六福,-26.89,-2.66,17.77,-25.49,-46.23,-28.89,-26.12,-7.74,17.44,29.5,20.22,16.21,5.46,62.4,74.29,86.52,89.16,67.44,-31.62,-64.91,-24.54,-25.12,-22.04,0.04,16.6,13.76,0.24,0,0,0,0,1,1,2,-1
2706,第一店,4.03,0.71,73.7,6.75,4.96,5.8,1.75,0.87,71.67,73.67,74.48,72.72,75.95,12.68,13.48,13.49,13.97,13.94,168.28,130.17,153.44,60.69,31,0.29,14.85,19.81,1.95,0,1,1,0,1,1,4,0
2707,晶華,33.93,10.4,31.2,28.61,34.67,35.19,20.33,50.83,33.53,33.72,33.49,28.22,27.05,49.18,45.4,68.6,66.68,53.12,15.52,20.94,21.19,13.51,45.43,7.57,185,10.49,4.09,1,1,1,0,0,1,4,0
2712,遠雄來,0.72,0.09,27.4,1.3,-2.57,-1.34,7.9,-1.68,30.97,21.62,26.02,39.02,19.39,15.72,18.11,20.59,14.68,17.77,3.67,-8.46,-3.76,16.99,-5.91,0.63,33.35,0,1.89,0,1,1,0,1,0,3,0
2722,夏都,2.75,0.48,41.52,5.45,1.12,1.96,4.46,0.78,51.47,34.4,39.9,44.44,37.37,17,27.01,27.07,23.26,25.29,14.34,2.99,4.8,11.54,2.64,0.3,33.65,58,0.89,0,1,1,0,1,1,4,0
2727,王品,6.3,3.7,45.77,13.6,8.51,7.92,6.06,-4.6,49.59,46.03,44.45,46.25,42.53,48.79,52.79,65.99,69.16,75.03,4.19,2.47,2.15,1.68,-1,4.44,135,8.09,3.29,0,1,1,0,0,0,2,-1
2731,雄獅,-1.4,0.19,13.34,20.76,11.52,10.67,-20.86,-29.11,11.96,10.74,10.66,16.02,17.3,64.16,64.55,74.25,71.59,69.74,1.74,0.9,0.8,-6.34,-27.66,3.92,96,20.68,4.08,0,1,0,0,0,1,2,-1
2739,寒舍,-12.85,-1.28,28.6,6.22,6.13,6.6,-20.8,-62.39,37.26,36.48,39.85,21.36,8.07,48.42,49.13,87.96,89.74,94.12,2.83,2.61,2.75,-12.52,-30.83,1.5,29.05,40.94,5.16,0,0,1,1,1,1,4,0
2748,雲品,11.58,2.11,27.79,19.79,17.2,14.43,8.39,-1.92,33.26,32.93,30.64,24.35,17.75,36.34,55.46,70.93,68.89,63.59,14.93,12.38,7.72,5.94,-2.02,1.6,51.5,68.59,3.11,1,1,1,0,1,1,5,1
2801,彰銀,0,1.05,0,0,8.39,7.26,4.3,5.23,0,0,0,0,0,92.88,92.48,92.4,92.87,93.28,0,0,0,0,0,0.47,17,25.12,2.76,0,1,0,0,1,1,3,0
2809,京城銀,0,4.06,0,0,7.98,8.93,12.55,11.8,0,0,0,0,0,86.37,87.48,85.52,85.69,85.76,0,0,0,0,0,1.68,33.25,3.96,5.05,0,1,0,1,1,0,3,0
2812,台中銀,0,1.11,0,0,8.79,8.72,7.41,7.94,0,0,0,0,0,93.45,93.08,92.48,92.22,91.79,0,0,0,0,0,0.3,13.1,3.2,2.29,0,1,0,0,1,0,2,-1
2816,旺旺保,13.43,3.1,33.27,16.64,13.11,13.64,12.44,11.34,34.6,33.01,33.78,33.12,31.85,73.36,72.05,69.06,67.05,66.13,9.16,7.83,8.69,8.52,7.91,0.86,14.85,20.88,5.79,1,1,1,1,1,1,6,1
2820,華票,0,1.1,0,0,5.77,5.28,6.4,7.28,0,0,0,0,0,89.55,88.32,87.92,88.34,88.83,0,0,0,0,0,0.8,14.5,34.22,5.52,0,1,0,1,1,1,4,0
2832,台產,7.24,1.75,36.01,10.41,6.62,8.03,7.37,3.78,42.59,37.37,39.41,37.69,22.98,52.61,53.17,51.88,51.07,50.68,16.84,11.34,13.52,12.74,4.97,0.97,20,26.58,4.85,0,1,1,0,1,1,4,0
2834,臺企銀,0,0.86,0,0,9.51,7.47,4.84,5.09,0,0,0,0,0,95.21,94.76,94.53,94.49,94.97,0,0,0,0,0,0.19,12.55,0,1.51,0,1,0,0,1,0,2,-1
2836,高雄銀,0,0.62,0,0,3.35,5.18,4.82,5.37,0,0,0,0,0,94.61,94.61,94.3,94.13,93.78,0,0,0,0,0,0.27,12.5,58.32,2.16,0,1,0,0,1,1,3,0
2838,聯邦銀,0,1.06,0,0,6.02,6.34,5.91,7.08,0,0,0,0,0,91.48,92.27,91.91,92.05,92.17,0,0,0,0,0,0.13,14.8,11.39,0.88,0,1,0,0,1,1,3,0
2845,遠東銀,0,0.93,0,0,8.05,7.89,5.25,5.97,0,0,0,0,0,92.56,92.87,92.78,92.83,93.13,0,0,0,0,0,0.42,10.9,6.74,3.85,0,1,0,0,1,0,2,-1
2849,安泰銀,0,1.19,0,0,6.78,6.21,6.37,6.7,0,0,0,0,0,89.62,89.31,88.99,88.92,89.54,0,0,0,0,0,0.76,14,28.51,5.43,0,1,0,1,1,1,4,0
2850,新產,15.04,5.43,33.19,14.9,17.35,14.03,13.09,15.83,31.64,35.05,32.91,32.12,34.25,69.38,67.94,67.16,66.5,65.23,9.78,12,10.06,9.87,12.21,2.28,46.3,6.35,4.92,1,1,1,0,1,0,4,0
2851,中再保,11.59,2.44,12.88,13.39,9.35,9.51,11.92,13.78,14.16,11.75,11.57,12.4,14.5,69.18,69.97,69.28,68.61,66.54,9.52,7.06,6.86,8.58,10.1,1.18,19.95,56.89,5.91,1,1,0,1,1,1,5,1
2852,第一保,7.19,1.49,30.72,8.31,8.42,9.09,2.25,7.88,29.9,30.64,33.13,27.46,32.45,61.98,62.05,57.05,57.81,56.87,7.83,8.02,9.6,2.61,8.46,0.72,14,0,5.14,0,1,1,1,1,0,4,0
2855,統一證,10.11,1.96,0,10.81,4.76,9.05,12.85,13.1,0,0,0,0,0,70.53,63.47,72.05,74.08,73.01,0,0,0,0,0,1.26,14.55,7.38,8.66,1,1,0,1,1,0,4,0
2867,三商壽,6.09,0.98,3.64,9.04,-0.96,16.36,3.41,2.61,4.52,1.76,5.61,3.93,2.37,96.28,97.72,96.81,96.85,97.04,1.72,-0.19,3.02,0.92,0.76,0.06,6.18,38.49,0.97,0,1,0,0,1,1,3,0
2880,華南金,7.65,1.13,0,7.43,8.64,8.79,4.58,8.82,0,0,0,0,0,93.62,93.51,93.09,93.89,94.2,0,0,0,0,0,0.53,22.05,25.26,2.4,0,1,0,0,1,1,3,0
2881,富邦金,12.5,7.24,0,11.8,9.97,10.95,13.03,16.73,0,0,0,0,0,92.94,93.92,92.75,91.6,90.63,0,0,0,0,0,2.56,48.9,26.22,5.24,1,1,0,1,1,1,5,1
2882,國泰金,10.66,5.79,0,9.96,9.11,9.74,9.01,15.49,0,0,0,0,0,93.12,94.26,92.23,91.74,92.12,0,0,0,0,0,2.4,39,1.33,6.15,1,1,0,1,1,0,4,0
2883,開發金,8.11,1.09,0,5.94,5.42,7.56,6.57,15.05,0,0,0,0,0,89.58,91.77,90.21,90.32,91.53,0,0,0,0,0,0.61,11.8,1.27,5.17,0,1,0,1,1,0,3,0
2884,玉山金,10.96,1.55,0,10.54,11.05,12.07,10.17,10.95,0,0,0,0,0,92.82,93,93.07,93.89,93.98,0,0,0,0,0,0.68,25.35,1.81,2.68,1,1,0,0,1,0,3,0
2885,元大金,9.77,1.91,0,7.82,8.82,9.09,9.92,13.22,0,0,0,0,0,89.97,89.64,89.64,90.08,90.44,0,0,0,0,0,0.96,19.3,4.64,4.97,0,1,0,0,1,0,2,-1
2886,兆豐金,8.5,1.96,0,8.72,9.18,9.07,7.69,7.86,0,0,0,0,0,91.6,91.13,91.2,91.53,92.12,0,0,0,0,0,1.58,30.65,20.59,5.15,0,1,0,1,1,1,4,0
2887,台新金,8.63,1.25,0,8.59,7.84,8.19,7.94,10.57,0,0,0,0,0,90.74,90.23,91.19,91.53,92.12,0,0,0,0,0,0.56,13.45,4.24,4.16,0,1,0,0,1,0,2,-1
2888,新光金,7.9,1.21,0,7.7,6.97,9.79,6.03,9,0,0,0,0,0,95.39,96.04,95.09,94.46,94.38,0,0,0,0,0,0.35,8.09,3.63,4.33,0,1,0,0,1,0,2,-1
2889,國票金,8.14,0.98,0,7.17,5.98,7.92,9.05,10.6,0,0,0,0,0,86.69,87.01,86.1,86.51,87.37,0,0,0,0,0,0.61,11.65,6.81,5.24,0,1,0,1,1,0,3,0
2890,永豐金,8.05,1.06,0,6.68,6.73,8.6,8.05,10.17,0,0,0,0,0,91.35,91.16,91.91,92.73,93.17,0,0,0,0,0,0.67,16.85,2.7,3.98,0,1,0,0,1,0,2,-1
2891,中信金,11.9,2.16,0,12.34,11.33,12.32,10.9,12.59,0,0,0,0,0,93.99,94.52,93.87,93.87,93.61,0,0,0,0,0,1.08,19.7,1.46,5.48,1,1,0,1,1,0,4,0
2892,第一金,8.47,1.41,0,8.04,8.72,9.11,7.62,8.86,0,0,0,0,0,92.71,93.01,93.15,93.77,94,0,0,0,0,0,0.97,25.65,18.99,3.78,0,1,0,0,1,1,3,0
2897,王道銀行,0,0.47,0,0,4.08,4.06,4.38,5.85,0,0,0,0,0,91.46,91.26,90.94,90.57,90.41,0,0,0,0,0,0.33,8.18,27.38,4.03,0,1,0,0,1,1,3,0
2901,欣欣,2.7,0.32,85.71,3.94,3.64,3.75,1.62,0.57,86.65,88.13,88.16,84.85,80.76,12.93,12.93,12.08,12.96,12.81,22.89,22.45,23.77,12.93,5.25,0.29,23.5,57.82,1.23,0,1,1,0,1,1,4,0
2903,遠百,5.27,1.11,50.49,5.03,4.43,5.62,6.47,4.79,49.78,51.35,51.83,50.17,49.31,65.13,63.67,70.19,69.02,69.53,4.48,4.21,5.68,6.82,5.4,0.93,19.05,0,4.88,0,1,1,0,1,0,3,0
2904,匯僑,11.82,1.68,41.99,10.24,12.42,13.64,15.64,7.14,39.94,43.39,46.23,47.12,33.28,21.97,23.03,29.58,36.6,41.15,21.67,24.97,26.7,29.53,15.32,1.43,18.95,34.17,7.55,1,1,1,1,1,1,6,1
2905,三商,8.1,2.2,0,9.13,1.4,19.08,5.34,5.56,0,0,0,0,0,96.19,97.52,96.58,96.57,96.69,0,0,0,0,0,0.86,14.5,0,5.93,0,1,0,1,1,0,3,0
2906,高林,3.87,0.25,24.05,3.25,3.19,3.52,3.92,5.45,23.56,22.91,24.58,25.85,23.34,28.68,34.38,42.08,41.1,44.31,2.43,2.38,2.54,3.17,3.67,0.36,17.2,31.24,2.09,0,1,1,0,1,1,4,0
2908,特力,8.44,1.16,26.39,10.95,5.55,1.61,12.21,11.88,29.17,25.72,27.09,25.51,24.47,66.46,71.48,81.96,81.99,81.8,2.23,1.05,0.29,1.93,1.87,1.11,20.85,13.08,5.32,0,1,1,1,1,1,5,1
2910,統領,4.15,0.55,65.7,1.16,4.05,4.83,4.82,5.91,83.07,68.45,50.18,65.73,61.05,61.97,65.88,62.29,62.25,60.19,9.21,20.66,17.19,20.59,26.62,0.58,30.25,19.12,1.92,0,1,1,0,1,1,4,0
2911,麗嬰房,-5.97,-0.65,44.02,13.33,-3.39,-14.54,-13.33,-11.94,44.11,45.17,42.71,44.16,43.94,47.13,44.98,53.18,55.06,64.19,6.28,-1.78,-8.13,-7.88,-6.63,0.78,6.63,18.1,11.76,0,0,1,1,1,1,4,0
2912,統一超,33.5,13.63,33.89,69.68,22.69,27.14,25.14,22.83,33.21,34.33,34.31,34.07,33.54,57.46,65.52,76.82,78.53,80.05,14.61,4.8,4.73,4.39,3.81,12.16,284,45.9,4.28,1,1,1,0,0,1,4,0
2913,農林,-0.96,-0.17,38.11,3.85,-0.26,-0.91,-0.11,-7.37,32.86,45.47,40.42,39.98,31.83,31.05,33.69,35.91,37.08,39.47,27.62,-16.52,-48.81,-5.57,-303.99,0.48,21.1,35,2.27,0,0,1,0,1,1,3,0
2915,潤泰全,28.83,16.51,48.49,64.83,41.57,15.77,8.09,13.87,86.28,59.73,25.7,35.66,35.06,47.88,48.01,28.91,24.77,25.82,77.46,146.85,263.5,295.69,580.15,4.3,50.3,6.76,8.55,1,1,1,1,1,0,5,1
2923,鼎固-KY,4.62,1.42,53.56,0.35,3.07,15.31,2.16,2.19,63.69,57.71,49.71,41.15,55.53,53.48,55.87,55.64,53.52,52.56,3.78,23.57,143.16,8.77,24.38,1.14,20.2,58.5,5.64,0,1,1,1,1,1,5,1
2929,淘帝-KY,-1.56,1.7,12.22,22.14,20.13,21.33,-48.87,-22.51,38.92,38.86,39.09,-48.34,-7.45,38.35,41.53,29.82,40.08,33.53,15.43,14.1,15.83,-79.57,-23.65,3.36,10.4,0,32.31,0,1,0,1,1,0,3,0
2939,凱羿-KY,21.49,6.62,25.23,64.35,32.76,15.63,0.25,-5.55,27.08,26.48,27.73,27.83,17.05,25.28,20.48,19.91,25.32,25.5,15.27,16.5,10.62,0.17,-4.73,8.24,32.2,8.08,25.59,1,1,1,1,1,0,5,1
2945,三商家購,15.59,2.64,24.63,26.92,20.87,3.53,14.58,12.06,24.28,24.47,24.3,24.96,25.13,83.08,63.07,76.55,74.11,65.59,1.07,1.48,0.35,1.38,1.39,1.75,36.6,80.32,4.78,1,1,1,0,1,1,5,1
3002,歐格,2.31,0.33,26.51,5.36,-2.29,4.41,3.66,0.43,30.21,28.19,29.33,24.87,19.97,23.96,25.39,26.7,27.45,27.95,10.94,-5.21,8.94,6.23,0.99,0.33,11.8,25.98,2.8,0,1,1,0,1,1,4,0
3003,健和興,10.89,3.26,33.66,11.48,10.69,9.39,7.77,15.1,36.15,33.25,31.67,31.75,35.48,26.21,28,29.48,29.55,33.82,15.24,13.73,12.25,10.85,16.35,1.56,70.7,7.4,2.21,1,1,1,0,1,0,4,0
3004,豐達科,9.66,3.04,23.98,12.53,18.58,19.33,3.16,-5.3,28.08,30.91,30.13,19.13,11.65,61.15,62.68,61.56,57.33,58.79,10.59,13.21,12.46,3.51,-6.78,1.83,72.5,0,2.52,0,1,1,0,1,0,3,0
3005,神基,16.25,4.5,27.55,13.58,15.43,14.37,15.4,22.46,28.2,28.13,28.35,27.94,25.15,41.73,42.05,45.53,46.85,44.31,9.22,9.79,8.79,9.59,14.17,3.1,41.45,34.13,7.48,1,1,1,1,1,1,6,1
3006,晶豪科,18.33,5.8,21.41,12.27,9.94,6.93,14.02,48.49,19.67,18.42,15.04,17.35,36.55,25.44,29.59,29.96,37.47,37.44,8.24,6.2,4.22,7.1,21.14,2.95,64.9,5.29,4.55,1,1,1,0,1,0,4,0
3008,大立光,22.16,181.64,66.81,30.7,24.37,24.16,18.36,13.22,69.36,68.78,69.01,66.97,59.94,20.28,18.88,17.83,17.79,18.87,48.89,48.79,46.53,43.85,39.76,56.03,1635,18.61,3.43,1,1,1,0,0,1,4,0
3010,華立,14.31,7.62,8.27,13.56,12.28,12.14,14.52,19.06,9.13,7.95,7.65,8.13,8.48,56.68,61.02,61.39,61.53,61.39,3.58,2.81,2.85,3.46,4.41,4.2,83.5,13.51,5.03,1,1,0,1,0,1,4,0
3011,今皓,-4.24,-0.44,10.39,-8.18,-2.84,-8,-8.98,6.8,14.88,11.21,9.37,8.75,7.75,33.39,40.78,40.8,47.43,50.61,-9.32,-2.23,-6.52,-6.82,4.25,0.04,14.6,10.44,0.27,0,0,0,0,1,1,2,-1
3013,晟銘電,3.89,0.48,8.94,9.42,5.52,6.14,3.23,-4.88,13.68,7.63,9.37,9.09,4.93,42.22,49.03,49.21,50.44,68.92,5.08,2.34,2.6,1.31,-2.17,0.34,14.4,0,2.36,0,1,0,0,1,0,2,-1
3014,聯陽,18.03,5.19,51.95,10.12,12.61,13.62,21.15,32.63,50.79,52.71,52.55,51.02,52.66,21.22,21.78,24.67,25.87,27.53,12.2,14.47,14.68,19.42,25.14,4.7,58.7,10.46,8.01,1,1,1,1,1,1,6,1
3015,全漢,3.94,2.06,11.95,3.82,1.1,1.66,6.72,6.4,10.48,10.03,10.69,13.97,14.56,39.72,39.97,42.28,37.7,36.03,2.22,0.63,1.01,4.68,4.81,2.12,37.35,23.57,5.68,0,1,0,1,1,1,4,0
3016,嘉晶,5.37,0.76,11.54,5.8,11.36,0.27,0.65,8.79,13.87,17.02,6.37,6.04,14.4,26.74,32.51,36.57,32.19,30.29,5.39,9.51,0.27,0.64,7.55,0.64,73.1,62.43,0.88,0,1,0,0,1,1,3,0
3017,奇鋐,15.19,4.17,13.88,10.78,8.18,10.61,20.12,26.25,12.29,11.86,11.81,15.71,17.72,68.72,70.36,73.75,72.25,72.31,3.46,2.51,2.66,5.23,7.04,2.14,108,17.38,1.98,1,1,0,0,0,1,3,0
3018,同開,-27.45,-1.85,4.48,6.74,-19.11,-34.1,-12.1,-78.68,9.3,7.37,-6.45,8.84,3.36,46.81,52.89,60.6,69.93,82.24,3.36,-12.12,-23.06,-4.13,-19.16,0.26,8.99,5.71,2.89,0,0,0,0,1,0,1,-1
